0          References for Cross Section of OC36S       
Hattori 2011-Limao-Vieira 2015                                                               
0 Branching ratio for OC36S      Total       1 branch
Lambda  Total   CO/36S  
3051  2.51E-22  2.51E-22
3051.5  3.21E-22  3.21E-22
3052  3.91E-22  3.91E-22
3052.5  4.61E-22  4.61E-22
3053  5.31E-22  5.31E-22
3053.5  6.01E-22  6.01E-22
3054  6.71E-22  6.71E-22
3054.5  7.41E-22  7.41E-22
3055  8.12E-22  8.12E-22
3055.5  7.23E-22  7.23E-22
3056  6.34E-22  6.34E-22
3056.5  5.45E-22  5.45E-22
3057  4.57E-22  4.57E-22
3057.5  3.68E-22  3.68E-22
3058  2.79E-22  2.79E-22
3058.5  1.90E-22  1.90E-22
3059  1.02E-22  1.02E-22
3059.5  1.30E-23  1.30E-23
3060  -7.57E-23  -7.57E-23
3060.5  -6.91E-23  -6.91E-23
3061  -6.25E-23  -6.25E-23
3061.5  -5.59E-23  -5.59E-23
3062  -4.93E-23  -4.93E-23
3062.5  -4.27E-23  -4.27E-23
3063  -3.61E-23  -3.61E-23
3063.5  -2.95E-23  -2.95E-23
3064  -2.29E-23  -2.29E-23
3064.5  -1.63E-23  -1.63E-23
3065  -9.74E-24  -9.74E-24
3065.5  7.64E-24  7.64E-24
3066  2.50E-23  2.50E-23
3066.5  4.24E-23  4.24E-23
3067  5.98E-23  5.98E-23
3067.5  7.72E-23  7.72E-23
3068  9.46E-23  9.46E-23
3068.5  1.12E-22  1.12E-22
3069  1.29E-22  1.29E-22
3069.5  1.47E-22  1.47E-22
3070  1.64E-22  1.64E-22
3070.5  1.93E-22  1.93E-22
3071  2.21E-22  2.21E-22
3071.5  2.49E-22  2.49E-22
3072  2.78E-22  2.78E-22
3072.5  3.06E-22  3.06E-22
3073  3.35E-22  3.35E-22
3073.5  3.63E-22  3.63E-22
3074  3.92E-22  3.92E-22
3074.5  4.20E-22  4.20E-22
3075  4.49E-22  4.49E-22
3075.5  3.47E-22  3.47E-22
3076  2.46E-22  2.46E-22
3076.5  1.44E-22  1.44E-22
3077  4.26E-23  4.26E-23
3077.5  -5.89E-23  -5.89E-23
3078  -1.60E-22  -1.60E-22
3078.5  -2.62E-22  -2.62E-22
3079  -3.63E-22  -3.63E-22
3079.5  -4.65E-22  -4.65E-22
3080  -5.66E-22  -5.66E-22
3080.5  -6.20E-22  -6.20E-22
3081  -6.73E-22  -6.73E-22
3081.5  -7.26E-22  -7.26E-22
3082  -7.79E-22  -7.79E-22
3082.5  -8.32E-22  -8.32E-22
3083  -8.86E-22  -8.86E-22
3083.5  -9.39E-22  -9.39E-22
3084  -9.92E-22  -9.92E-22
3084.5  -1.05E-21  -1.05E-21
3085  -1.10E-21  -1.10E-21
3085.5  -9.83E-22  -9.83E-22
3086  -8.67E-22  -8.67E-22
3086.5  -7.52E-22  -7.52E-22
3087  -6.36E-22  -6.36E-22
3087.5  -5.21E-22  -5.21E-22
3088  -4.06E-22  -4.06E-22
3088.5  -2.90E-22  -2.90E-22
3089  -1.75E-22  -1.75E-22
3089.5  -5.92E-23  -5.92E-23
3090  5.63E-23  5.63E-23
3090.5  -5.75E-23  -5.75E-23
3091  -1.71E-22  -1.71E-22
3091.5  -2.85E-22  -2.85E-22
3092  -3.99E-22  -3.99E-22
3092.5  -5.12E-22  -5.12E-22
3093  -6.26E-22  -6.26E-22
3093.5  -7.40E-22  -7.40E-22
3094  -8.54E-22  -8.54E-22
3094.5  -9.67E-22  -9.67E-22
3095  -1.08E-21  -1.08E-21
3095.5  -1.10E-21  -1.10E-21
3096  -1.12E-21  -1.12E-21
3096.5  -1.14E-21  -1.14E-21
3097  -1.17E-21  -1.17E-21
3097.5  -1.19E-21  -1.19E-21
3098  -1.21E-21  -1.21E-21
3098.5  -1.23E-21  -1.23E-21
3099  -1.25E-21  -1.25E-21
3099.5  -1.27E-21  -1.27E-21
3100  -1.29E-21  -1.29E-21
3100.5  -1.24E-21  -1.24E-21
3101  -1.19E-21  -1.19E-21
3101.5  -1.14E-21  -1.14E-21
3102  -1.09E-21  -1.09E-21
3102.5  -1.04E-21  -1.04E-21
3103  -9.90E-22  -9.90E-22
3103.5  -9.40E-22  -9.40E-22
3104  -8.89E-22  -8.89E-22
3104.5  -8.38E-22  -8.38E-22
3105  -7.88E-22  -7.88E-22
3105.5  -7.81E-22  -7.81E-22
3106  -7.75E-22  -7.75E-22
3106.5  -7.68E-22  -7.68E-22
3107  -7.61E-22  -7.61E-22
3107.5  -7.55E-22  -7.55E-22
3108  -7.48E-22  -7.48E-22
3108.5  -7.41E-22  -7.41E-22
3109  -7.35E-22  -7.35E-22
3109.5  -7.28E-22  -7.28E-22
3110  -7.21E-22  -7.21E-22
3110.5  -6.81E-22  -6.81E-22
3111  -6.41E-22  -6.41E-22
3111.5  -6.01E-22  -6.01E-22
3112  -5.61E-22  -5.61E-22
3112.5  -5.21E-22  -5.21E-22
3113  -4.81E-22  -4.81E-22
3113.5  -4.41E-22  -4.41E-22
3114  -4.01E-22  -4.01E-22
3114.5  -3.61E-22  -3.61E-22
3115  -3.21E-22  -3.21E-22
3115.5  -2.69E-22  -2.69E-22
3116  -2.18E-22  -2.18E-22
3116.5  -1.66E-22  -1.66E-22
3117  -1.14E-22  -1.14E-22
3117.5  -6.23E-23  -6.23E-23
3118  -1.06E-23  -1.06E-23
3118.5  4.12E-23  4.12E-23
3119  9.29E-23  9.29E-23
3119.5  1.45E-22  1.45E-22
3120  1.96E-22  1.96E-22
3120.5  1.87E-22  1.87E-22
3121  1.77E-22  1.77E-22
3121.5  1.67E-22  1.67E-22
3122  1.57E-22  1.57E-22
3122.5  1.47E-22  1.47E-22
3123  1.37E-22  1.37E-22
3123.5  1.27E-22  1.27E-22
3124  1.18E-22  1.18E-22
3124.5  1.08E-22  1.08E-22
3125  9.78E-23  9.78E-23
3125.5  2.52E-22  2.52E-22
3126  4.06E-22  4.06E-22
3126.5  5.60E-22  5.60E-22
3127  7.15E-22  7.15E-22
3127.5  8.69E-22  8.69E-22
3128  1.02E-21  1.02E-21
3128.5  1.18E-21  1.18E-21
3129  1.33E-21  1.33E-21
3129.5  1.49E-21  1.49E-21
3130  1.64E-21  1.64E-21
3130.5  1.61E-21  1.61E-21
3131  1.59E-21  1.59E-21
3131.5  1.56E-21  1.56E-21
3132  1.53E-21  1.53E-21
3132.5  1.51E-21  1.51E-21
3133  1.48E-21  1.48E-21
3133.5  1.46E-21  1.46E-21
3134  1.43E-21  1.43E-21
3134.5  1.40E-21  1.40E-21
3135  1.38E-21  1.38E-21
3135.5  1.36E-21  1.36E-21
3136  1.34E-21  1.34E-21
3136.5  1.31E-21  1.31E-21
3137  1.29E-21  1.29E-21
3137.5  1.27E-21  1.27E-21
3138  1.25E-21  1.25E-21
3138.5  1.23E-21  1.23E-21
3139  1.21E-21  1.21E-21
3139.5  1.19E-21  1.19E-21
3140  1.17E-21  1.17E-21
3140.5  1.18E-21  1.18E-21
3141  1.19E-21  1.19E-21
3141.5  1.21E-21  1.21E-21
3142  1.22E-21  1.22E-21
3142.5  1.24E-21  1.24E-21
3143  1.25E-21  1.25E-21
3143.5  1.26E-21  1.26E-21
3144  1.28E-21  1.28E-21
3144.5  1.29E-21  1.29E-21
3145  1.30E-21  1.30E-21
3145.5  1.24E-21  1.24E-21
3146  1.17E-21  1.17E-21
3146.5  1.10E-21  1.10E-21
3147  1.03E-21  1.03E-21
3147.5  9.68E-22  9.68E-22
3148  9.01E-22  9.01E-22
3148.5  8.33E-22  8.33E-22
3149  7.66E-22  7.66E-22
3149.5  6.99E-22  6.99E-22
3150  6.32E-22  6.32E-22
3150.5  6.34E-22  6.34E-22
3151  6.36E-22  6.36E-22
3151.5  6.37E-22  6.37E-22
3152  6.39E-22  6.39E-22
3152.5  6.41E-22  6.41E-22
3153  6.42E-22  6.42E-22
3153.5  6.44E-22  6.44E-22
3154  6.46E-22  6.46E-22
3154.5  6.47E-22  6.47E-22
3155  6.49E-22  6.49E-22
3155.5  6.62E-22  6.62E-22
3156  6.76E-22  6.76E-22
3156.5  6.89E-22  6.89E-22
3157  7.02E-22  7.02E-22
3157.5  7.16E-22  7.16E-22
3158  7.29E-22  7.29E-22
3158.5  7.43E-22  7.43E-22
3159  7.56E-22  7.56E-22
3159.5  7.69E-22  7.69E-22
3160  7.83E-22  7.83E-22
3160.5  8.02E-22  8.02E-22
3161  8.21E-22  8.21E-22
3161.5  8.41E-22  8.41E-22
3162  8.60E-22  8.60E-22
3162.5  8.79E-22  8.79E-22
3163  8.98E-22  8.98E-22
3163.5  9.18E-22  9.18E-22
3164  9.37E-22  9.37E-22
3164.5  9.56E-22  9.56E-22
3165  9.76E-22  9.76E-22
3165.5  9.66E-22  9.66E-22
3166  9.56E-22  9.56E-22
3166.5  9.46E-22  9.46E-22
3167  9.36E-22  9.36E-22
3167.5  9.26E-22  9.26E-22
3168  9.16E-22  9.16E-22
3168.5  9.06E-22  9.06E-22
3169  8.96E-22  8.96E-22
3169.5  8.86E-22  8.86E-22
3170  8.76E-22  8.76E-22
3170.5  9.43E-22  9.43E-22
3171  1.01E-21  1.01E-21
3171.5  1.08E-21  1.08E-21
3172  1.14E-21  1.14E-21
3172.5  1.21E-21  1.21E-21
3173  1.28E-21  1.28E-21
3173.5  1.34E-21  1.34E-21
3174  1.41E-21  1.41E-21
3174.5  1.48E-21  1.48E-21
3175  1.54E-21  1.54E-21
3175.5  1.50E-21  1.50E-21
3176  1.47E-21  1.47E-21
3176.5  1.43E-21  1.43E-21
3177  1.39E-21  1.39E-21
3177.5  1.35E-21  1.35E-21
3178  1.31E-21  1.31E-21
3178.5  1.27E-21  1.27E-21
3179  1.23E-21  1.23E-21
3179.5  1.19E-21  1.19E-21
3180  1.15E-21  1.15E-21
3180.5  1.09E-21  1.09E-21
3181  1.04E-21  1.04E-21
3181.5  9.79E-22  9.79E-22
3182  9.21E-22  9.21E-22
3182.5  8.64E-22  8.64E-22
3183  8.06E-22  8.06E-22
3183.5  7.49E-22  7.49E-22
3184  6.91E-22  6.91E-22
3184.5  6.33E-22  6.33E-22
3185  5.76E-22  5.76E-22
3185.5  5.41E-22  5.41E-22
3186  5.07E-22  5.07E-22
3186.5  4.73E-22  4.73E-22
3187  4.39E-22  4.39E-22
3187.5  4.04E-22  4.04E-22
3188  3.70E-22  3.70E-22
3188.5  3.36E-22  3.36E-22
3189  3.01E-22  3.01E-22
3189.5  2.67E-22  2.67E-22
3190  2.33E-22  2.33E-22
3190.5  2.65E-22  2.65E-22
3191  2.96E-22  2.96E-22
3191.5  3.28E-22  3.28E-22
3192  3.60E-22  3.60E-22
3192.5  3.91E-22  3.91E-22
3193  4.23E-22  4.23E-22
3193.5  4.55E-22  4.55E-22
3194  4.86E-22  4.86E-22
3194.5  5.18E-22  5.18E-22
3195  5.50E-22  5.50E-22
3195.5  6.81E-22  6.81E-22
3196  8.13E-22  8.13E-22
3196.5  9.44E-22  9.44E-22
3197  1.08E-21  1.08E-21
3197.5  1.21E-21  1.21E-21
3198  1.34E-21  1.34E-21
3198.5  1.47E-21  1.47E-21
3199  1.60E-21  1.60E-21
3199.5  1.73E-21  1.73E-21
3200  0.00E+00  0.00E+00
3200.5  0.00E+00  0.00E+00
3201  0.00E+00  0.00E+00
3201.5  0.00E+00  0.00E+00
3202  0.00E+00  0.00E+00
3202.5  0.00E+00  0.00E+00
3203  0.00E+00  0.00E+00
3203.5  0.00E+00  0.00E+00
3204  0.00E+00  0.00E+00
3204.5  0.00E+00  0.00E+00
3205  0.00E+00  0.00E+00
3205.5  0.00E+00  0.00E+00
3206  0.00E+00  0.00E+00
3206.5  0.00E+00  0.00E+00
3207  0.00E+00  0.00E+00
3207.5  0.00E+00  0.00E+00
3208  0.00E+00  0.00E+00
3208.5  0.00E+00  0.00E+00
3209  0.00E+00  0.00E+00
3209.5  0.00E+00  0.00E+00
3210  0.00E+00  0.00E+00
3210.5  0.00E+00  0.00E+00
3211  0.00E+00  0.00E+00
3211.5  0.00E+00  0.00E+00
3212  0.00E+00  0.00E+00
3212.5  0.00E+00  0.00E+00
3213  0.00E+00  0.00E+00
3213.5  0.00E+00  0.00E+00
3214  0.00E+00  0.00E+00
3214.5  0.00E+00  0.00E+00
3215  0.00E+00  0.00E+00
3215.5  0.00E+00  0.00E+00
3216  0.00E+00  0.00E+00
3216.5  0.00E+00  0.00E+00
3217  0.00E+00  0.00E+00
3217.5  0.00E+00  0.00E+00
3218  0.00E+00  0.00E+00
3218.5  0.00E+00  0.00E+00
3219  0.00E+00  0.00E+00
3219.5  0.00E+00  0.00E+00
3220  0.00E+00  0.00E+00
3220.5  0.00E+00  0.00E+00
3221  0.00E+00  0.00E+00
3221.5  0.00E+00  0.00E+00
3222  0.00E+00  0.00E+00
3222.5  0.00E+00  0.00E+00
3223  0.00E+00  0.00E+00
3223.5  0.00E+00  0.00E+00
3224  0.00E+00  0.00E+00
3224.5  0.00E+00  0.00E+00
3225  0.00E+00  0.00E+00
3225.5  0.00E+00  0.00E+00
3226  0.00E+00  0.00E+00
3226.5  0.00E+00  0.00E+00
3227  0.00E+00  0.00E+00
3227.5  0.00E+00  0.00E+00
3228  0.00E+00  0.00E+00
3228.5  0.00E+00  0.00E+00
3229  0.00E+00  0.00E+00
3229.5  0.00E+00  0.00E+00
3230  0.00E+00  0.00E+00
3230.5  0.00E+00  0.00E+00
3231  0.00E+00  0.00E+00
3231.5  0.00E+00  0.00E+00
3232  0.00E+00  0.00E+00
3232.5  0.00E+00  0.00E+00
3233  0.00E+00  0.00E+00
3233.5  0.00E+00  0.00E+00
3234  0.00E+00  0.00E+00
3234.5  0.00E+00  0.00E+00
3235  0.00E+00  0.00E+00
3235.5  0.00E+00  0.00E+00
3236  0.00E+00  0.00E+00
3236.5  0.00E+00  0.00E+00
3237  0.00E+00  0.00E+00
3237.5  0.00E+00  0.00E+00
3238  0.00E+00  0.00E+00
3238.5  0.00E+00  0.00E+00
3239  0.00E+00  0.00E+00
3239.5  0.00E+00  0.00E+00
3240  0.00E+00  0.00E+00
3240.5  0.00E+00  0.00E+00
3241  0.00E+00  0.00E+00
3241.5  0.00E+00  0.00E+00
3242  0.00E+00  0.00E+00
3242.5  0.00E+00  0.00E+00
3243  0.00E+00  0.00E+00
3243.5  0.00E+00  0.00E+00
3244  0.00E+00  0.00E+00
3244.5  0.00E+00  0.00E+00
3245  0.00E+00  0.00E+00
3245.5  0.00E+00  0.00E+00
3246  0.00E+00  0.00E+00
3246.5  0.00E+00  0.00E+00
3247  0.00E+00  0.00E+00
3247.5  0.00E+00  0.00E+00
3248  0.00E+00  0.00E+00
3248.5  0.00E+00  0.00E+00
3249  0.00E+00  0.00E+00
3249.5  0.00E+00  0.00E+00
3250  0.00E+00  0.00E+00
3250.5  0.00E+00  0.00E+00
3251  0.00E+00  0.00E+00
3251.5  0.00E+00  0.00E+00
3252  0.00E+00  0.00E+00
3252.5  0.00E+00  0.00E+00
3253  0.00E+00  0.00E+00
3253.5  0.00E+00  0.00E+00
3254  0.00E+00  0.00E+00
3254.5  0.00E+00  0.00E+00
3255  0.00E+00  0.00E+00
3255.5  0.00E+00  0.00E+00
3256  0.00E+00  0.00E+00
3256.5  0.00E+00  0.00E+00
3257  0.00E+00  0.00E+00
3257.5  0.00E+00  0.00E+00
3258  0.00E+00  0.00E+00
3258.5  0.00E+00  0.00E+00
3259  0.00E+00  0.00E+00
3259.5  0.00E+00  0.00E+00
3260  0.00E+00  0.00E+00
3260.5  0.00E+00  0.00E+00
3261  0.00E+00  0.00E+00
3261.5  0.00E+00  0.00E+00
3262  0.00E+00  0.00E+00
3262.5  0.00E+00  0.00E+00
3263  0.00E+00  0.00E+00
3263.5  0.00E+00  0.00E+00
3264  0.00E+00  0.00E+00
3264.5  0.00E+00  0.00E+00
3265  0.00E+00  0.00E+00
3265.5  0.00E+00  0.00E+00
3266  0.00E+00  0.00E+00
3266.5  0.00E+00  0.00E+00
3267  0.00E+00  0.00E+00
3267.5  0.00E+00  0.00E+00
3268  0.00E+00  0.00E+00
3268.5  0.00E+00  0.00E+00
3269  0.00E+00  0.00E+00
3269.5  0.00E+00  0.00E+00
3270  0.00E+00  0.00E+00
3270.5  0.00E+00  0.00E+00
3271  0.00E+00  0.00E+00
3271.5  0.00E+00  0.00E+00
3272  0.00E+00  0.00E+00
3272.5  0.00E+00  0.00E+00
3273  0.00E+00  0.00E+00
3273.5  0.00E+00  0.00E+00
3274  0.00E+00  0.00E+00
3274.5  0.00E+00  0.00E+00
3275  0.00E+00  0.00E+00
3275.5  0.00E+00  0.00E+00
3276  0.00E+00  0.00E+00
3276.5  0.00E+00  0.00E+00
3277  0.00E+00  0.00E+00
3277.5  0.00E+00  0.00E+00
3278  0.00E+00  0.00E+00
3278.5  0.00E+00  0.00E+00
3279  0.00E+00  0.00E+00
3279.5  0.00E+00  0.00E+00
3280  0.00E+00  0.00E+00
3280.5  0.00E+00  0.00E+00
3281  0.00E+00  0.00E+00
3281.5  0.00E+00  0.00E+00
3282  0.00E+00  0.00E+00
3282.5  0.00E+00  0.00E+00
3283  0.00E+00  0.00E+00
3283.5  0.00E+00  0.00E+00
3284  0.00E+00  0.00E+00
3284.5  0.00E+00  0.00E+00
3285  0.00E+00  0.00E+00
3285.5  0.00E+00  0.00E+00
3286  0.00E+00  0.00E+00
3286.5  0.00E+00  0.00E+00
3287  0.00E+00  0.00E+00
3287.5  0.00E+00  0.00E+00
3288  0.00E+00  0.00E+00
3288.5  0.00E+00  0.00E+00
3289  0.00E+00  0.00E+00
3289.5  0.00E+00  0.00E+00
3290  0.00E+00  0.00E+00
3290.5  0.00E+00  0.00E+00
3291  0.00E+00  0.00E+00
3291.5  0.00E+00  0.00E+00
3292  0.00E+00  0.00E+00
3292.5  0.00E+00  0.00E+00
3293  0.00E+00  0.00E+00
3293.5  0.00E+00  0.00E+00
3294  0.00E+00  0.00E+00
3294.5  0.00E+00  0.00E+00
3295  0.00E+00  0.00E+00
3295.5  0.00E+00  0.00E+00
3296  0.00E+00  0.00E+00
3296.5  0.00E+00  0.00E+00
3297  0.00E+00  0.00E+00
3297.5  0.00E+00  0.00E+00
3298  0.00E+00  0.00E+00
3298.5  0.00E+00  0.00E+00
3299  0.00E+00  0.00E+00
3299.5  0.00E+00  0.00E+00
3300  0.00E+00  0.00E+00
3300.5  0.00E+00  0.00E+00
3301  0.00E+00  0.00E+00
3301.5  0.00E+00  0.00E+00
3302  0.00E+00  0.00E+00
3302.5  0.00E+00  0.00E+00
3303  0.00E+00  0.00E+00
3303.5  0.00E+00  0.00E+00
3304  0.00E+00  0.00E+00
3304.5  0.00E+00  0.00E+00
3305  0.00E+00  0.00E+00
3305.5  0.00E+00  0.00E+00
3306  0.00E+00  0.00E+00
3306.5  0.00E+00  0.00E+00
3307  0.00E+00  0.00E+00
3307.5  0.00E+00  0.00E+00
3308  0.00E+00  0.00E+00
3308.5  0.00E+00  0.00E+00
3309  0.00E+00  0.00E+00
3309.5  0.00E+00  0.00E+00
3310  0.00E+00  0.00E+00
3310.5  0.00E+00  0.00E+00
3311  0.00E+00  0.00E+00
3311.5  0.00E+00  0.00E+00
3312  0.00E+00  0.00E+00
3312.5  0.00E+00  0.00E+00
3313  0.00E+00  0.00E+00
3313.5  0.00E+00  0.00E+00
3314  0.00E+00  0.00E+00
3314.5  0.00E+00  0.00E+00
3315  0.00E+00  0.00E+00
3315.5  0.00E+00  0.00E+00
3316  0.00E+00  0.00E+00
3316.5  0.00E+00  0.00E+00
3317  0.00E+00  0.00E+00
3317.5  0.00E+00  0.00E+00
3318  0.00E+00  0.00E+00
3318.5  0.00E+00  0.00E+00
3319  0.00E+00  0.00E+00
3319.5  0.00E+00  0.00E+00
3320  0.00E+00  0.00E+00
3320.5  0.00E+00  0.00E+00
3321  0.00E+00  0.00E+00
3321.5  0.00E+00  0.00E+00
3322  0.00E+00  0.00E+00
3322.5  0.00E+00  0.00E+00
3323  0.00E+00  0.00E+00
3323.5  0.00E+00  0.00E+00
3324  0.00E+00  0.00E+00
3324.5  0.00E+00  0.00E+00
3325  0.00E+00  0.00E+00
3325.5  0.00E+00  0.00E+00
3326  0.00E+00  0.00E+00
3326.5  0.00E+00  0.00E+00
3327  0.00E+00  0.00E+00
3327.5  0.00E+00  0.00E+00
3328  0.00E+00  0.00E+00
3328.5  0.00E+00  0.00E+00
3329  0.00E+00  0.00E+00
3329.5  0.00E+00  0.00E+00
3330  0.00E+00  0.00E+00
3330.5  0.00E+00  0.00E+00
3331  0.00E+00  0.00E+00
3331.5  0.00E+00  0.00E+00
3332  0.00E+00  0.00E+00
3332.5  0.00E+00  0.00E+00
3333  0.00E+00  0.00E+00
3333.5  0.00E+00  0.00E+00
3334  0.00E+00  0.00E+00
3334.5  0.00E+00  0.00E+00
3335  0.00E+00  0.00E+00
3335.5  0.00E+00  0.00E+00
3336  0.00E+00  0.00E+00
3336.5  0.00E+00  0.00E+00
3337  0.00E+00  0.00E+00
3337.5  0.00E+00  0.00E+00
3338  0.00E+00  0.00E+00
3338.5  0.00E+00  0.00E+00
3339  0.00E+00  0.00E+00
3339.5  0.00E+00  0.00E+00
3340  0.00E+00  0.00E+00
3340.5  0.00E+00  0.00E+00
3341  0.00E+00  0.00E+00
3341.5  0.00E+00  0.00E+00
3342  0.00E+00  0.00E+00
3342.5  0.00E+00  0.00E+00
3343  0.00E+00  0.00E+00
3343.5  0.00E+00  0.00E+00
3344  0.00E+00  0.00E+00
3344.5  0.00E+00  0.00E+00
3345  0.00E+00  0.00E+00
3345.5  0.00E+00  0.00E+00
3346  0.00E+00  0.00E+00
3346.5  0.00E+00  0.00E+00
3347  0.00E+00  0.00E+00
3347.5  0.00E+00  0.00E+00
3348  0.00E+00  0.00E+00
3348.5  0.00E+00  0.00E+00
3349  0.00E+00  0.00E+00
3349.5  0.00E+00  0.00E+00
3350  0.00E+00  0.00E+00
3350.5  0.00E+00  0.00E+00
3351  0.00E+00  0.00E+00
3351.5  0.00E+00  0.00E+00
3352  0.00E+00  0.00E+00
3352.5  0.00E+00  0.00E+00
3353  0.00E+00  0.00E+00
3353.5  0.00E+00  0.00E+00
3354  0.00E+00  0.00E+00
3354.5  0.00E+00  0.00E+00
3355  0.00E+00  0.00E+00
3355.5  0.00E+00  0.00E+00
3356  0.00E+00  0.00E+00
3356.5  0.00E+00  0.00E+00
3357  0.00E+00  0.00E+00
3357.5  0.00E+00  0.00E+00
3358  0.00E+00  0.00E+00
3358.5  0.00E+00  0.00E+00
3359  0.00E+00  0.00E+00
3359.5  0.00E+00  0.00E+00
3360  0.00E+00  0.00E+00
3360.5  0.00E+00  0.00E+00
3361  0.00E+00  0.00E+00
3361.5  0.00E+00  0.00E+00
3362  0.00E+00  0.00E+00
3362.5  0.00E+00  0.00E+00
3363  0.00E+00  0.00E+00
3363.5  0.00E+00  0.00E+00
3364  0.00E+00  0.00E+00
3364.5  0.00E+00  0.00E+00
3365  0.00E+00  0.00E+00
3365.5  0.00E+00  0.00E+00
3366  0.00E+00  0.00E+00
3366.5  0.00E+00  0.00E+00
3367  0.00E+00  0.00E+00
3367.5  0.00E+00  0.00E+00
3368  0.00E+00  0.00E+00
3368.5  0.00E+00  0.00E+00
3369  0.00E+00  0.00E+00
3369.5  0.00E+00  0.00E+00
3370  0.00E+00  0.00E+00
3370.5  0.00E+00  0.00E+00
3371  0.00E+00  0.00E+00
3371.5  0.00E+00  0.00E+00
3372  0.00E+00  0.00E+00
3372.5  0.00E+00  0.00E+00
3373  0.00E+00  0.00E+00
3373.5  0.00E+00  0.00E+00
3374  0.00E+00  0.00E+00
3374.5  0.00E+00  0.00E+00
3375  0.00E+00  0.00E+00
3375.5  0.00E+00  0.00E+00
3376  0.00E+00  0.00E+00
3376.5  0.00E+00  0.00E+00
3377  0.00E+00  0.00E+00
3377.5  0.00E+00  0.00E+00
3378  0.00E+00  0.00E+00
3378.5  0.00E+00  0.00E+00
3379  0.00E+00  0.00E+00
3379.5  0.00E+00  0.00E+00
3380  0.00E+00  0.00E+00
3380.5  0.00E+00  0.00E+00
3381  0.00E+00  0.00E+00
3381.5  0.00E+00  0.00E+00
3382  0.00E+00  0.00E+00
3382.5  0.00E+00  0.00E+00
3383  0.00E+00  0.00E+00
3383.5  0.00E+00  0.00E+00
3384  0.00E+00  0.00E+00
3384.5  0.00E+00  0.00E+00
3385  0.00E+00  0.00E+00
3385.5  0.00E+00  0.00E+00
3386  0.00E+00  0.00E+00
3386.5  0.00E+00  0.00E+00
3387  0.00E+00  0.00E+00
3387.5  0.00E+00  0.00E+00
3388  0.00E+00  0.00E+00
3388.5  0.00E+00  0.00E+00
3389  0.00E+00  0.00E+00
3389.5  0.00E+00  0.00E+00
3390  0.00E+00  0.00E+00
3390.5  0.00E+00  0.00E+00
3391  0.00E+00  0.00E+00
3391.5  0.00E+00  0.00E+00
3392  0.00E+00  0.00E+00
3392.5  0.00E+00  0.00E+00
3393  0.00E+00  0.00E+00
3393.5  0.00E+00  0.00E+00
3394  0.00E+00  0.00E+00
3394.5  0.00E+00  0.00E+00
3395  0.00E+00  0.00E+00
3395.5  0.00E+00  0.00E+00
3396  0.00E+00  0.00E+00
3396.5  0.00E+00  0.00E+00
3397  0.00E+00  0.00E+00
3397.5  0.00E+00  0.00E+00
3398  0.00E+00  0.00E+00
3398.5  0.00E+00  0.00E+00
3399  0.00E+00  0.00E+00
3399.5  0.00E+00  0.00E+00
3400  0.00E+00  0.00E+00
3400.5  0.00E+00  0.00E+00
3401  0.00E+00  0.00E+00
3401.5  0.00E+00  0.00E+00
3402  0.00E+00  0.00E+00
3402.5  0.00E+00  0.00E+00
3403  0.00E+00  0.00E+00
3403.5  0.00E+00  0.00E+00
3404  0.00E+00  0.00E+00
3404.5  0.00E+00  0.00E+00
3405  0.00E+00  0.00E+00
3405.5  0.00E+00  0.00E+00
3406  0.00E+00  0.00E+00
3406.5  0.00E+00  0.00E+00
3407  0.00E+00  0.00E+00
3407.5  0.00E+00  0.00E+00
3408  0.00E+00  0.00E+00
3408.5  0.00E+00  0.00E+00
3409  0.00E+00  0.00E+00
3409.5  0.00E+00  0.00E+00
3410  0.00E+00  0.00E+00
3410.5  0.00E+00  0.00E+00
3411  0.00E+00  0.00E+00
3411.5  0.00E+00  0.00E+00
3412  0.00E+00  0.00E+00
3412.5  0.00E+00  0.00E+00
3413  0.00E+00  0.00E+00
3413.5  0.00E+00  0.00E+00
3414  0.00E+00  0.00E+00
3414.5  0.00E+00  0.00E+00
3415  0.00E+00  0.00E+00
3415.5  0.00E+00  0.00E+00
3416  0.00E+00  0.00E+00
3416.5  0.00E+00  0.00E+00
3417  0.00E+00  0.00E+00
3417.5  0.00E+00  0.00E+00
3418  0.00E+00  0.00E+00
3418.5  0.00E+00  0.00E+00
3419  0.00E+00  0.00E+00
3419.5  0.00E+00  0.00E+00
3420  0.00E+00  0.00E+00
3420.5  0.00E+00  0.00E+00
3421  0.00E+00  0.00E+00
3421.5  0.00E+00  0.00E+00
3422  0.00E+00  0.00E+00
3422.5  0.00E+00  0.00E+00
3423  0.00E+00  0.00E+00
3423.5  0.00E+00  0.00E+00
3424  0.00E+00  0.00E+00
3424.5  0.00E+00  0.00E+00
3425  0.00E+00  0.00E+00
3425.5  0.00E+00  0.00E+00
3426  0.00E+00  0.00E+00
3426.5  0.00E+00  0.00E+00
3427  0.00E+00  0.00E+00
3427.5  0.00E+00  0.00E+00
3428  0.00E+00  0.00E+00
3428.5  0.00E+00  0.00E+00
3429  0.00E+00  0.00E+00
3429.5  0.00E+00  0.00E+00
3430  0.00E+00  0.00E+00
3430.5  0.00E+00  0.00E+00
3431  0.00E+00  0.00E+00
3431.5  0.00E+00  0.00E+00
3432  0.00E+00  0.00E+00
